peak_number,pc1_lsl_time,pc2_lsl_time,calculated_offset,rr_interval,heart_rate,time_recorded
60,4689.128841,4647.7313011,41.39753990000008,0.7696898999993209,77.95347191128913,13:05:58
61,4689.9138101,4648.5153953,41.398414799999955,0.7840942000002542,76.52141796225574,13:05:59
62,4690.7008797,4649.3030595,41.39782019999984,0.7876642000001084,76.17459318322673,13:05:59
63,4691.5050145,4650.1069373,41.398077199999534,0.8038778000000093,74.63820993688257,13:06:00
64,4692.3957812,4650.9990422,41.3967389999998,0.8921049000000494,67.25666454695707,13:06:01
65,4693.320434,4651.9229338,41.39750020000065,0.9238915999994788,64.94268375211318,13:06:02
66,4694.2446451,4652.8463648,41.3982802999999,0.9234310000001642,64.97507664350594,13:06:03
67,4695.1086063,4653.7102689,41.398337399999946,0.8639041000005818,69.45215331187755,13:06:04
68,4696.0322094,4654.6345838,41.39762560000054,0.9243148999994446,64.91294254808189,13:06:05
69,4696.9857637,4655.5872864,41.398477299999286,0.9527026000005208,62.97873019341734,13:06:06
70,4697.8491324,4656.4509832,41.39814919999935,0.8636968000000707,69.46882285542229,13:06:07
71,4698.7123033,4657.3136223,41.39868099999967,0.8626390999997966,69.5540000447628,13:06:07
72,4699.5824736,4658.1853686,41.39710500000001,0.8717463000002681,68.82736410809149,13:06:08
73,4700.5304447,4659.1329325,41.397512200000165,0.9475638999992952,63.32026789965788,13:06:09
74,4701.4222753,4660.0240017,41.39827360000072,0.8910691999999472,67.33483774324549,13:06:10
75,4702.3113625,4660.9126944,41.39866809999967,0.8886927000003197,67.51490138264712,13:06:11
76,4703.2367351,4661.8395339,41.39720120000038,0.9268394999999146,64.73612745249369,13:06:12
77,4704.2049693,4662.8070419,41.3979274000003,0.9675079999997251,62.014991090530565,13:06:13
78,4705.1778176,4663.7813458,41.396471799999745,0.9743039000004501,61.58242823411903,13:06:14
79,4706.0680864,4664.6713852,41.39670119999937,0.8900394000002052,67.4127459975212,13:06:15
80,4706.9643012,4665.5677986,41.39650259999962,0.8964133999998012,66.93340371754071,13:06:16
81,4707.8883489,4666.4914821,41.39686679999977,0.923683500000152,64.95731492441959,13:06:17
82,4708.7997421,4667.4010667,41.398675399999775,0.9095846000000165,65.96417749376904,13:06:18
83,4709.7059858,4668.3075997,41.39838610000061,0.9065329999993992,66.1862281903028,13:06:18
84,4710.6475889,4669.2502861,41.397302800000034,0.942686400000639,63.64788969052628,13:06:19
85,4711.617614,4670.2221773,41.395436699999664,0.9718911999998454,61.73530535106146,13:06:20
86,4712.5552527,4671.1565218,41.39873090000037,0.9343444999994972,64.21614297513635,13:06:21
87,4713.479312,4672.0823595,41.396952500000225,0.9258377000005567,64.80617499153894,13:06:22
88,4714.4333268,4673.0349155,41.39841129999968,0.952556000000186,62.98842272789031,13:06:23
89,4715.4048059,4674.0065774,41.39822849999928,0.9716619000000719,61.749874107439595,13:06:24
90,4716.3423182,4674.9451063,41.3972119,0.9385288999992554,63.92983742967063,13:06:25
91,4717.2213172,4675.8234459,41.39787130000059,0.8783395999998902,68.31070806782195,13:06:26
92,4718.1452375,4676.7469814,41.39825610000025,0.9235355000000709,64.96772457582344,13:06:27
93,4719.0698991,4677.6711865,41.39871260000018,0.9242051000001084,64.9206545170471,13:06:28
94,4719.961972,4678.5636769,41.398295099999814,0.8924904000004972,67.2276138768177,13:06:29
95,4720.8396452,4679.4407101,41.39893510000002,0.8770331999994596,68.41246146672323,13:06:30
96,4721.7613955,4680.3634423,41.39795319999939,0.9227322000006097,65.02428331856237,13:06:30
97,4722.6999919,4681.3035137,41.396478200000274,0.9400713999993968,63.824939254655014,13:06:31
98,4723.6559602,4682.2574865,41.39847370000007,0.9539727999999741,62.894874990148175,13:06:32
99,4724.5805953,4683.1833158,41.39727949999997,0.9258293000002595,64.8067629745388,13:06:33
100,4725.5035818,4684.1067182,41.39686359999996,0.9234023999997589,64.97708907840793,13:06:34
101,4726.4908333,4685.0926964,41.39813690000028,0.9859782000003179,60.853272415131144,13:06:35
102,4727.4582097,4686.0600205,41.39818920000016,0.9673241000000417,62.02678088967019,13:06:36
103,4728.3515436,4686.9540249,41.39751869999964,0.8940044000000853,67.1137636458996,13:06:37
